564,623,747,200,392,glide
561,623,747,200,395,glide
558,623,747,200,398,glide
555,623,747,200,401,glide
552,623,747,200,404,glide
549,623,747,200,407,glide
546,623,747,200,410,glide
543,623,747,200,413,glide
540,623,747,200,416,glide
537,623,747,200,419,glide
534,623,747,200,422,glide
531,623,747,200,425,glide
528,623,747,200,428,glide
525,623,747,200,431,glide
522,623,747,200,434,flap
519,623,747,200,431,flap
516,623,747,200,428,flap
513,623,747,200,425,flap
510,623,747,200,422,flap
507,623,747,200,419,flap
504,623,747,200,416,flap
501,623,747,200,413,flap
498,623,747,200,410,flap
495,623,747,200,407,flap
492,623,747,200,404,glide
489,623,747,200,407,glide
486,623,747,200,410,glide
483,623,747,200,413,glide
480,623,747,200,416,glide
477,623,747,200,419,glide
474,623,747,200,422,glide
471,623,747,200,425,glide
468,623,747,200,428,glide
465,623,747,200,431,flap
462,623,747,200,428,flap
459,623,747,200,425,flap
456,623,747,200,422,flap
453,623,747,200,419,flap
450,623,747,200,416,flap
447,623,747,200,413,glide
444,623,747,200,416,glide
441,623,747,200,419,glide
438,623,747,200,422,glide
435,623,747,200,425,glide
432,623,747,200,428,glide
429,623,747,200,431,glide
426,623,747,200,434,glide
423,623,747,200,437,flap
420,623,747,200,434,flap
417,623,747,200,431,flap
414,623,747,200,428,flap
411,623,747,200,425,flap
408,623,747,200,422,flap
405,623,747,200,419,flap
402,623,747,200,416,flap
399,623,747,200,413,flap
396,623,747,200,410,flap
393,623,747,200,407,flap
390,623,747,200,404,flap
387,623,747,200,401,flap
384,623,747,200,398,flap
381,623,747,200,395,flap
378,623,747,200,392,flap
375,623,747,200,389,flap
372,623,747,200,386,flap
369,623,747,200,383,flap
366,623,747,200,380,flap
363,623,747,200,377,flap
360,623,747,200,374,flap
357,623,747,200,371,flap
354,623,747,200,368,flap
351,623,747,200,365,flap
348,623,747,200,362,flap
345,623,747,200,359,flap
342,623,747,200,356,flap
339,623,747,200,353,flap
336,623,747,200,350,flap
333,623,747,200,347,flap
330,623,747,200,344,flap
327,623,747,200,341,flap
324,623,747,200,338,flap
321,623,747,200,335,flap
318,623,747,200,332,flap
315,623,747,200,329,flap
312,623,747,200,326,flap
309,623,747,200,323,flap
306,623,747,200,320,flap
303,623,747,200,317,flap
300,623,747,200,314,flap
297,623,747,200,311,flap
294,623,747,200,308,flap
291,623,747,200,305,flap
288,623,747,200,302,flap
285,623,747,200,299,flap
282,623,747,200,296,flap
279,623,747,200,293,flap
276,623,747,200,290,flap
273,623,747,200,287,flap
270,623,747,200,284,flap
267,623,747,200,281,flap
264,623,747,200,278,flap
261,623,747,200,275,flap
258,623,747,200,272,flap
255,623,747,200,269,flap
252,623,747,200,266,flap
249,623,747,200,263,flap
246,623,747,200,260,flap
243,623,747,200,257,flap
240,623,747,200,254,flap
